ticker,date,time,price,volume
PGE,191031,090000,8.366,225
PGE,191031,090000,8.366,100
PGE,191031,090000,8.366,225
PGE,191031,090000,8.37,100
PGE,191031,090000,8.37,100
PGE,191031,090003,8.366,1000
PGE,191031,090004,8.366,200
PGE,191031,090017,8.366,74
PGE,191031,090017,8.366,26
PGE,191031,090022,8.378,1114
PGE,191031,090022,8.378,523
PGE,191031,090022,8.38,310
PGE,191031,090022,8.38,100
PGE,191031,090022,8.38,125
PGE,191031,090022,8.38,200
PGE,191031,090022,8.39,140
PGE,191031,090022,8.39,1720
PGE,191031,090022,8.39,114
PGE,191031,090022,8.396,225
PGE,191031,090022,8.396,1200
PGE,191031,090022,8.398,225
PGE,191031,090022,8.4,200
PGE,191031,090022,8.4,140
PGE,191031,090022,8.4,2000
PGE,191031,090022,8.4,163
PGE,191031,090022,8.4,100
PGE,191031,090022,8.4,100
PGE,191031,090022,8.4,100
PGE,191031,090022,8.4,200
PGE,191031,090022,8.4,100
PGE,191031,090022,8.4,900
PGE,191031,090022,8.4,1
PGE,191031,090022,8.41,210
PGE,191031,090022,8.42,200
PGE,191031,090022,8.42,1090
PGE,191031,090022,8.42,150
PGE,191031,090023,8.44,1090
PGE,191031,090025,8.378,900
PGE,191031,090025,8.378,100
PGE,191031,090034,8.378,555
PGE,191031,090054,8.376,100
PGE,191031,090054,8.376,900
PGE,191031,090054,8.376,1178
PGE,191031,090054,8.376,587
PGE,191031,090054,8.376,873
PGE,191031,090110,8.37,95
PGE,191031,090119,8.37,905
PGE,191031,090119,8.37,522
PGE,191031,090119,8.372,1952
PGE,191031,090119,8.392,1043
PGE,191031,090119,8.392,578
PGE,191031,090136,8.39,125
PGE,191031,090147,8.39,2500
PGE,191031,090147,8.39,375
PGE,191031,090222,8.36,302
PGE,191031,090226,8.378,500
PGE,191031,090340,8.35,119
PGE,191031,090340,8.35,2000
PGE,191031,090340,8.35,295
PGE,191031,090340,8.35,200
PGE,191031,090340,8.35,2614
PGE,191031,090340,8.35,495
PGE,191031,090425,8.35,100
PGE,191031,090425,8.35,535
PGE,191031,090425,8.35,172
PGE,191031,090444,8.34,400
PGE,191031,090444,8.35,200
PGE,191031,090456,8.36,1200
PGE,191031,090456,8.34,3800
PGE,191031,090500,8.34,800
PGE,191031,090504,8.338,1500
PGE,191031,090504,8.338,100
PGE,191031,090531,8.34,250
PGE,191031,090531,8.338,550
PGE,191031,090531,8.338,700
PGE,191031,090531,8.338,250
PGE,191031,090548,8.332,3407
PGE,191031,090548,8.332,1500
PGE,191031,090552,8.35,503
PGE,191031,090552,8.35,530
PGE,191031,090552,8.35,150
PGE,191031,090552,8.35,817
PGE,191031,090635,8.352,450
PGE,191031,090635,8.352,650
PGE,191031,090635,8.352,1050
PGE,191031,090647,8.34,260
PGE,191031,090649,8.356,1234
PGE,191031,090651,8.342,608
PGE,191031,090655,8.342,308
PGE,191031,090657,8.342,770
PGE,191031,090727,8.342,1600
PGE,191031,090732,8.35,1000
PGE,191031,090732,8.35,543
PGE,191031,090732,8.35,150
PGE,191031,090925,8.336,779
PGE,191031,090936,8.336,500
PGE,191031,091000,8.336,495
PGE,191031,091000,8.336,221
PGE,191031,091000,8.336,510
PGE,191031,091002,8.338,500
PGE,191031,091002,8.338,43
PGE,191031,091002,8.338,497
PGE,191031,091002,8.344,800
PGE,191031,091002,8.344,84
PGE,191031,091002,8.346,500
PGE,191031,091002,8.346,1305
PGE,191031,091020,8.346,200
PGE,191031,091040,8.36,10000
PGE,191031,091047,8.36,263
PGE,191031,091057,8.362,79
PGE,191031,091108,8.364,35
PGE,191031,091118,8.366,58
PGE,191031,091118,8.364,1592
PGE,191031,091118,8.364,2856
PGE,191031,091156,8.37,220
PGE,191031,091156,8.37,780
PGE,191031,091159,8.37,352
PGE,191031,091209,8.372,1566
PGE,191031,091209,8.372,522
PGE,191031,091209,8.378,567
PGE,191031,091209,8.38,1000
PGE,191031,091209,8.38,500
PGE,191031,091209,8.382,845
PGE,191031,091210,8.382,522
PGE,191031,091211,8.382,971
PGE,191031,091212,8.382,174
PGE,191031,091212,8.382,573
PGE,191031,091213,8.382,191
PGE,191031,091227,8.388,120
PGE,191031,091228,8.388,40
PGE,191031,091401,8.374,517
PGE,191031,091401,8.374,507
PGE,191031,091401,8.386,220
PGE,191031,091401,8.386,756
PGE,191031,091401,8.372,586
PGE,191031,091420,8.374,300
PGE,191031,091428,8.386,923
PGE,191031,091428,8.388,377
PGE,191031,091428,8.386,962
PGE,191031,091428,8.388,1463
PGE,191031,091428,8.388,210
PGE,191031,091428,8.388,400
PGE,191031,091428,8.384,500
PGE,191031,091429,8.384,100
PGE,191031,091441,8.39,500
PGE,191031,091441,8.39,1191
PGE,191031,091441,8.39,309
PGE,191031,091441,8.39,120
PGE,191031,091441,8.39,700
PGE,191031,091441,8.39,1367
PGE,191031,091441,8.39,541
PGE,191031,091441,8.394,160
PGE,191031,091442,8.394,167
PGE,191031,091442,8.37,475
PGE,191031,091442,8.37,172
PGE,191031,091442,8.37,1268
PGE,191031,091609,8.398,425
PGE,191031,091609,8.398,75
PGE,191031,091609,8.398,123
PGE,191031,091609,8.398,513
PGE,191031,091610,8.4,200
PGE,191031,091610,8.4,921
PGE,191031,091610,8.4,79
PGE,191031,091610,8.4,1000
PGE,191031,091610,8.4,120
PGE,191031,091610,8.4,505
PGE,191031,091610,8.4,1495
PGE,191031,091610,8.402,800
PGE,191031,091610,8.402,141
PGE,191031,091611,8.402,554
PGE,191031,091611,8.402,680
PGE,191031,091611,8.402,142
PGE,191031,091740,8.382,172
PGE,191031,091740,8.38,500
PGE,191031,091740,8.38,228
PGE,191031,091823,8.384,100
PGE,191031,091830,8.386,461
PGE,191031,091830,8.386,79
PGE,191031,091830,8.386,254
PGE,191031,091830,8.374,150
PGE,191031,091839,8.378,150
PGE,191031,091839,8.378,204
PGE,191031,091839,8.378,512
PGE,191031,091839,8.378,543
PGE,191031,092112,8.382,92
PGE,191031,092200,8.384,80
PGE,191031,092200,8.384,432
PGE,191031,092200,8.38,513
PGE,191031,092200,8.38,726
PGE,191031,092200,8.37,494
PGE,191031,092202,8.374,523
PGE,191031,092202,8.374,495
PGE,191031,092205,8.386,100
PGE,191031,092205,8.388,500
PGE,191031,092205,8.39,800
PGE,191031,092205,8.39,312
PGE,191031,092213,8.398,610
PGE,191031,092213,8.4,600
PGE,191031,092213,8.4,1000
PGE,191031,092213,8.4,150
PGE,191031,092215,8.402,56
PGE,191031,092223,8.41,100
PGE,191031,092223,8.41,120
PGE,191031,092223,8.412,500
PGE,191031,092223,8.412,198
PGE,191031,092225,8.414,125
PGE,191031,092232,8.416,150
PGE,191031,092232,8.416,350
PGE,191031,092233,8.42,120
PGE,191031,092233,8.42,500
PGE,191031,092233,8.43,69
PGE,191031,092233,8.428,500
PGE,191031,092233,8.43,151
PGE,191031,092233,8.43,120
PGE,191031,092233,8.43,346
PGE,191031,092233,8.43,500
PGE,191031,092233,8.43,800
PGE,191031,092233,8.43,251
PGE,191031,092233,8.422,500
PGE,191031,092235,8.422,46
PGE,191031,092235,8.42,173
PGE,191031,092235,8.42,173
PGE,191031,092235,8.42,170
PGE,191031,092235,8.418,438
PGE,191031,092235,8.418,517
PGE,191031,092236,8.418,145
PGE,191031,092237,8.418,124
PGE,191031,092328,8.418,49
PGE,191031,092328,8.418,577
PGE,191031,092328,8.41,324
PGE,191031,092328,8.41,324
PGE,191031,092328,8.41,199
PGE,191031,092328,8.408,325
PGE,191031,092339,8.422,500
PGE,191031,092339,8.422,29
PGE,191031,092339,8.422,554
PGE,191031,092339,8.422,500
PGE,191031,092339,8.422,853
PGE,191031,092339,8.414,500
PGE,191031,092416,8.42,200
PGE,191031,092416,8.42,200
PGE,191031,092416,8.42,297
PGE,191031,092423,8.43,240
PGE,191031,092423,8.43,260
PGE,191031,092423,8.43,360
PGE,191031,092423,8.43,172
PGE,191031,092425,8.43,138
PGE,191031,092509,8.42,800
PGE,191031,092509,8.42,1540
PGE,191031,092510,8.42,266
PGE,191031,092515,8.426,526
PGE,191031,092515,8.426,515
PGE,191031,092515,8.426,500
PGE,191031,092515,8.426,459
PGE,191031,092515,8.426,41
PGE,191031,092515,8.426,473
PGE,191031,092530,8.426,135
PGE,191031,092530,8.426,77
PGE,191031,092545,8.426,400
PGE,191031,092602,8.428,325
PGE,191031,092602,8.428,98
PGE,191031,092602,8.428,539
PGE,191031,092602,8.428,500
PGE,191031,092603,8.43,170
PGE,191031,092603,8.43,100
PGE,191031,092603,8.43,1000
PGE,191031,092603,8.43,163
PGE,191031,092603,8.426,37
PGE,191031,092603,8.432,150
PGE,191031,092604,8.432,435
PGE,191031,092605,8.434,500
PGE,191031,092605,8.434,284
PGE,191031,092606,8.434,145
PGE,191031,092607,8.434,119
PGE,191031,092608,8.434,8
PGE,191031,092609,8.434,37
PGE,191031,092610,8.434,3
PGE,191031,092625,8.43,1000
PGE,191031,092632,8.434,254
PGE,191031,092632,8.434,359
PGE,191031,092632,8.434,750
PGE,191031,092632,8.436,170
PGE,191031,092632,8.436,1289
PGE,191031,092632,8.438,210
PGE,191031,092632,8.438,100
PGE,191031,092632,8.438,233
PGE,191031,092632,8.44,500
PGE,191031,092632,8.43,100
PGE,191031,092632,8.43,200
PGE,191031,092633,8.43,100
PGE,191031,092634,8.44,468
PGE,191031,092634,8.44,32
PGE,191031,092634,8.44,128
PGE,191031,092634,8.44,500
PGE,191031,092634,8.44,500
PGE,191031,092634,8.44,183
PGE,191031,092634,8.44,1817
PGE,191031,092634,8.44,200
PGE,191031,092634,8.444,300
PGE,191031,092634,8.45,250
PGE,191031,092634,8.45,23
PGE,191031,092634,8.45,300
PGE,191031,092634,8.45,400
PGE,191031,092634,8.45,1300
PGE,191031,092634,8.45,100
PGE,191031,092634,8.45,200
PGE,191031,092634,8.45,120
PGE,191031,092635,8.452,500
PGE,191031,092635,8.45,106
PGE,191031,092635,8.444,750
PGE,191031,092635,8.442,777
PGE,191031,092635,8.436,477
PGE,191031,092635,8.452,500
PGE,191031,092636,8.448,500
PGE,191031,092636,8.448,500
PGE,191031,092636,8.45,695
PGE,191031,092637,8.45,205
PGE,191031,092637,8.45,267
PGE,191031,092638,8.45,408
PGE,191031,092639,8.448,21
PGE,191031,092640,8.448,129
PGE,191031,092641,8.448,7
PGE,191031,092706,8.442,654
PGE,191031,092706,8.434,500
PGE,191031,092707,8.434,218
PGE,191031,092708,8.434,167
PGE,191031,092743,8.448,352
PGE,191031,092743,8.448,148
PGE,191031,092744,8.448,117
PGE,191031,092744,8.434,464
PGE,191031,092745,8.434,10
PGE,191031,092746,8.434,194
PGE,191031,092837,8.43,400
PGE,191031,092837,8.43,822
PGE,191031,092837,8.43,200
PGE,191031,092838,8.43,133
PGE,191031,092842,8.436,500
PGE,191031,092842,8.436,500
PGE,191031,092842,8.436,200
PGE,191031,092842,8.436,325
PGE,191031,092842,8.436,16
PGE,191031,092843,8.436,167
PGE,191031,092844,8.436,78
PGE,191031,092844,8.436,75
PGE,191031,092844,8.436,24
PGE,191031,092845,8.436,5
PGE,191031,092846,8.436,49
PGE,191031,092847,8.436,2
PGE,191031,092851,8.416,460
PGE,191031,092851,8.416,553
PGE,191031,092924,8.416,338
PGE,191031,092929,8.402,250
PGE,191031,092953,8.402,750
PGE,191031,092953,8.402,83
PGE,191031,092953,8.39,80
PGE,191031,092954,8.39,222
PGE,191031,093000,8.39,55
PGE,191031,093000,8.39,465
PGE,191031,093000,8.386,274
PGE,191031,093000,8.386,242
PGE,191031,093000,8.386,242
PGE,191031,093000,8.386,297
PGE,191031,093002,8.4,500
PGE,191031,093002,8.4,506
PGE,191031,093003,8.4,167
PGE,191031,093040,8.398,100
PGE,191031,093041,8.398,33
PGE,191031,093049,8.376,466
PGE,191031,093049,8.374,500
PGE,191031,093049,8.374,500
PGE,191031,093049,8.37,506
PGE,191031,093050,8.37,156
PGE,191031,093051,8.37,502
PGE,191031,093105,8.366,466
PGE,191031,093105,8.366,943
PGE,191031,093105,8.364,500
PGE,191031,093105,8.364,500
PGE,191031,093105,8.358,413
PGE,191031,093119,8.36,500
PGE,191031,093129,8.36,248
PGE,191031,093129,8.36,752
PGE,191031,093136,8.37,107
PGE,191031,093136,8.378,1000
PGE,191031,093136,8.378,544
PGE,191031,093152,8.378,500
PGE,191031,093152,8.378,500
PGE,191031,093152,8.378,800
PGE,191031,093152,8.378,500
PGE,191031,093152,8.378,800
PGE,191031,093152,8.378,600
PGE,191031,093240,8.368,500
PGE,191031,093240,8.368,33
PGE,191031,093241,8.378,500
PGE,191031,093241,8.378,25
PGE,191031,093241,8.378,1018
PGE,191031,093400,8.38,172
PGE,191031,093400,8.382,328
PGE,191031,093400,8.382,171
PGE,191031,093400,8.382,785
PGE,191031,093436,8.386,100
PGE,191031,093445,8.384,100
PGE,191031,093453,8.396,1000
PGE,191031,093453,8.396,500
PGE,191031,093453,8.396,500
PGE,191031,093453,8.4,994
PGE,191031,093453,8.4,1536
PGE,191031,093454,8.394,200
PGE,191031,093523,8.404,540
PGE,191031,093523,8.406,800
PGE,191031,093523,8.406,460
PGE,191031,093625,8.41,300
PGE,191031,093716,8.406,150
PGE,191031,093818,8.398,277
PGE,191031,093818,8.398,173
PGE,191031,093818,8.394,117
PGE,191031,093818,8.394,800
PGE,191031,093819,8.39,2200
PGE,191031,093828,8.404,100
PGE,191031,093840,8.4,273
PGE,191031,093840,8.4,505
PGE,191031,093840,8.4,6
PGE,191031,093902,8.4,500
PGE,191031,093902,8.4,506
PGE,191031,093902,8.402,100
PGE,191031,093902,8.402,400
PGE,191031,093902,8.402,800
PGE,191031,093902,8.402,665
PGE,191031,093903,8.406,500
PGE,191031,093912,8.404,100
PGE,191031,093921,8.408,72
PGE,191031,093921,8.406,28
PGE,191031,093949,8.41,100
PGE,191031,094007,8.416,688
PGE,191031,094007,8.416,312
PGE,191031,094007,8.416,124
PGE,191031,094108,8.42,60
PGE,191031,094108,8.42,640
PGE,191031,094108,8.42,600
PGE,191031,094109,8.422,181
PGE,191031,094109,8.422,800
PGE,191031,094110,8.422,100
PGE,191031,094114,8.432,690
PGE,191031,094114,8.434,310
PGE,191031,094114,8.432,420
PGE,191031,094114,8.422,100
PGE,191031,094119,8.422,240
PGE,191031,094119,8.422,115
PGE,191031,094119,8.422,194
PGE,191031,094208,8.426,172
PGE,191031,094208,8.426,262
PGE,191031,094208,8.424,66
PGE,191031,094232,8.426,278
PGE,191031,094232,8.424,22
PGE,191031,094232,8.424,269
PGE,191031,094232,8.424,151
PGE,191031,094232,8.422,431
PGE,191031,094232,8.422,9
PGE,191031,094330,8.422,178
PGE,191031,094457,8.408,3000
PGE,191031,094549,8.41,200
PGE,191031,094549,8.408,300
PGE,191031,094549,8.41,229
PGE,191031,094549,8.408,17
PGE,191031,094549,8.408,521
PGE,191031,094549,8.408,179
PGE,191031,094549,8.406,500
PGE,191031,094550,8.406,35
PGE,191031,094551,8.406,209
PGE,191031,094551,8.406,500
PGE,191031,094552,8.406,6
PGE,191031,094553,8.406,3
PGE,191031,094553,8.406,84
PGE,191031,094554,8.406,1
PGE,191031,094610,8.406,605
PGE,191031,094610,8.408,577
PGE,191031,094610,8.408,800
PGE,191031,094610,8.408,289
PGE,191031,094611,8.408,107
PGE,191031,094611,8.408,287
PGE,191031,094639,8.408,345
PGE,191031,094639,8.408,501
PGE,191031,094639,8.408,500
PGE,191031,094639,8.408,170
PGE,191031,094639,8.41,1672
PGE,191031,094639,8.4,150
PGE,191031,094639,8.402,500
PGE,191031,094639,8.402,500
PGE,191031,094639,8.4,814
PGE,191031,094639,8.4,791
PGE,191031,094700,8.4,500
PGE,191031,094700,8.4,488
PGE,191031,094700,8.4,487
PGE,191031,094700,8.4,516
PGE,191031,094700,8.4,254
PGE,191031,094723,8.4,200
PGE,191031,094739,8.4,22
PGE,191031,094739,8.4,100
PGE,191031,094739,8.4,109
PGE,191031,094838,8.4,36
PGE,191031,094838,8.4,380
PGE,191031,094838,8.392,500
PGE,191031,094838,8.39,500
PGE,191031,094838,8.39,287
PGE,191031,094838,8.4,254
PGE,191031,094934,8.4,200
PGE,191031,095051,8.408,500
PGE,191031,095051,8.408,1416
PGE,191031,095051,8.408,184
PGE,191031,095051,8.408,199
PGE,191031,095051,8.408,139
PGE,191031,095052,8.408,89
PGE,191031,095053,8.408,301
PGE,191031,095054,8.408,16
PGE,191031,095056,8.404,457
PGE,191031,095056,8.404,43
PGE,191031,095056,8.404,301
PGE,191031,095057,8.402,81
PGE,191031,095058,8.402,46
PGE,191031,095059,8.402,6
PGE,191031,095100,8.402,7
PGE,191031,095101,8.402,2
PGE,191031,095101,8.392,500
PGE,191031,095101,8.398,500
PGE,191031,095101,8.398,500
PGE,191031,095101,8.4,1081
PGE,191031,095101,8.4,1300
PGE,191031,095101,8.4,512
PGE,191031,095101,8.4,710
PGE,191031,095101,8.4,252
PGE,191031,095114,8.402,2100
PGE,191031,095114,8.402,945
PGE,191031,095114,8.402,89
PGE,191031,095141,8.402,386
PGE,191031,095141,8.4,500
PGE,191031,095141,8.4,500
PGE,191031,095141,8.4,1322
PGE,191031,095142,8.4,1334
PGE,191031,095201,8.4,645
PGE,191031,095201,8.394,499
PGE,191031,095201,8.392,500
PGE,191031,095201,8.392,500
PGE,191031,095201,8.39,2200
PGE,191031,095201,8.39,664
PGE,191031,095201,8.4,318
PGE,191031,095201,8.396,128
PGE,191031,095201,8.396,368
PGE,191031,095201,8.396,495
PGE,191031,095203,8.398,308
PGE,191031,095238,8.4,500
PGE,191031,095238,8.4,246
PGE,191031,095419,8.402,325
PGE,191031,095419,8.4,800
PGE,191031,095419,8.4,98
PGE,191031,095419,8.4,902
PGE,191031,095419,8.4,349
PGE,191031,095419,8.4,451
PGE,191031,095419,8.4,749
PGE,191031,095419,8.4,500
PGE,191031,095419,8.4,1200
PGE,191031,095419,8.4,549
PGE,191031,095419,8.4,1200
PGE,191031,095419,8.4,603
PGE,191031,095419,8.4,2609
PGE,191031,095419,8.4,297
PGE,191031,095426,8.404,498
PGE,191031,095426,8.404,2
PGE,191031,095426,8.404,523
PGE,191031,095426,8.404,312
PGE,191031,095426,8.404,245
PGE,191031,095426,8.404,138
PGE,191031,095426,8.404,206
PGE,191031,095511,8.404,382
PGE,191031,095511,8.404,118
PGE,191031,095511,8.404,256
PGE,191031,095511,8.404,219
PGE,191031,095512,8.402,20
PGE,191031,095513,8.402,81
PGE,191031,095513,8.4,703
PGE,191031,095513,8.4,562
PGE,191031,095552,8.4,438
PGE,191031,095552,8.4,226
PGE,191031,095552,8.4,216
PGE,191031,095554,8.4,111
PGE,191031,095626,8.402,500
PGE,191031,095626,8.402,135
PGE,191031,095626,8.402,172
PGE,191031,095627,8.402,65
PGE,191031,095628,8.402,43
PGE,191031,095629,8.402,3
PGE,191031,095630,8.402,7
PGE,191031,095631,8.402,1
PGE,191031,095650,8.4,200
PGE,191031,095650,8.4,398
PGE,191031,095650,8.4,75
PGE,191031,095650,8.4,82
PGE,191031,095650,8.402,88
PGE,191031,095650,8.402,2
PGE,191031,095651,8.402,35
PGE,191031,095652,8.402,108
PGE,191031,095653,8.402,6
PGE,191031,095654,8.4,1000
PGE,191031,095654,8.4,610
PGE,191031,095701,8.4,3116
PGE,191031,095701,8.4,284
PGE,191031,095701,8.4,209
PGE,191031,095701,8.4,510
PGE,191031,095705,8.402,376
PGE,191031,095705,8.402,124
PGE,191031,095705,8.402,557
PGE,191031,095705,8.402,5
PGE,191031,095705,8.402,115
PGE,191031,095705,8.402,266
PGE,191031,095705,8.402,492
PGE,191031,095705,8.404,218
PGE,191031,095705,8.404,758
PGE,191031,095705,8.406,42
PGE,191031,095705,8.406,1958
PGE,191031,095706,8.41,308
PGE,191031,095706,8.41,192
PGE,191031,095706,8.41,67
PGE,191031,095707,8.41,680
PGE,191031,095707,8.41,3200
PGE,191031,095707,8.41,861
PGE,191031,095707,8.41,339
PGE,191031,095707,8.41,199
PGE,191031,095707,8.412,997
PGE,191031,095707,8.414,200
PGE,191031,095724,8.418,172
PGE,191031,095724,8.418,508
PGE,191031,095724,8.418,603
PGE,191031,095724,8.418,152
PGE,191031,095740,8.428,500
PGE,191031,095740,8.428,500
PGE,191031,095741,8.428,146
PGE,191031,095741,8.428,500
PGE,191031,095741,8.426,308
PGE,191031,095742,8.426,88
PGE,191031,095743,8.426,127
PGE,191031,095744,8.426,15
PGE,191031,095745,8.42,500
PGE,191031,095745,8.42,500
PGE,191031,095746,8.42,89
PGE,191031,095812,8.42,88
PGE,191031,095812,8.42,670
PGE,191031,095812,8.42,242
PGE,191031,095812,8.418,503
PGE,191031,095813,8.418,118
PGE,191031,095818,8.418,132
PGE,191031,095820,8.42,356
PGE,191031,095821,8.42,62
PGE,191031,095943,8.404,172
PGE,191031,095943,8.402,1006
PGE,191031,095945,8.402,208
PGE,191031,095945,8.402,489
PGE,191031,095946,8.402,87
PGE,191031,095947,8.4,281
PGE,191031,095947,8.402,413
PGE,191031,095947,8.402,87
PGE,191031,095948,8.402,49
PGE,191031,095949,8.402,80
PGE,191031,095949,8.402,292
PGE,191031,095949,8.402,197
PGE,191031,095949,8.402,335
PGE,191031,100012,8.408,300
PGE,191031,100012,8.408,154
PGE,191031,100013,8.408,26
PGE,191031,100014,8.408,22
PGE,191031,100015,8.408,1
PGE,191031,100016,8.408,4
PGE,191031,100024,8.4,2800
PGE,191031,100024,8.4,2200
PGE,191031,100034,8.408,250
PGE,191031,100034,8.408,262
PGE,191031,100034,8.408,620
PGE,191031,100034,8.408,800
PGE,191031,100034,8.408,438
PGE,191031,100047,8.41,130
PGE,191031,100050,8.41,42
PGE,191031,100050,8.41,286
PGE,191031,100050,8.408,714
PGE,191031,100051,8.408,7
PGE,191031,100052,8.408,125
PGE,191031,100053,8.408,1
PGE,191031,100113,8.4,1000
PGE,191031,100126,8.406,529
PGE,191031,100126,8.408,2686
PGE,191031,100126,8.408,136
PGE,191031,100126,8.408,41
PGE,191031,100126,8.408,500
PGE,191031,100127,8.408,93
PGE,191031,100128,8.408,366
PGE,191031,100142,8.408,196
PGE,191031,100156,8.4,2900
PGE,191031,100156,8.4,100
PGE,191031,100156,8.4,1000
PGE,191031,100156,8.4,500
PGE,191031,100156,8.4,500
PGE,191031,100156,8.4,400
PGE,191031,100156,8.4,500
PGE,191031,100214,8.4,1250
PGE,191031,100219,8.4,1079
PGE,191031,100219,8.4,1000
PGE,191031,100219,8.4,500
PGE,191031,100219,8.4,500
PGE,191031,100219,8.4,500
PGE,191031,100219,8.4,1262
PGE,191031,100242,8.406,540
PGE,191031,100242,8.406,270
PGE,191031,100242,8.41,1025
PGE,191031,100242,8.412,800
PGE,191031,100242,8.412,201
PGE,191031,100242,8.412,738
PGE,191031,100242,8.414,100
PGE,191031,100243,8.416,172
PGE,191031,100243,8.414,28
PGE,191031,100252,8.416,795
PGE,191031,100252,8.414,800
PGE,191031,100252,8.414,515
PGE,191031,100256,8.414,140
PGE,191031,100309,8.408,250
PGE,191031,100354,8.42,2000
PGE,191031,100354,8.42,45
PGE,191031,100355,8.414,345
PGE,191031,100356,8.414,8
PGE,191031,100401,8.41,173
PGE,191031,100401,8.41,374
PGE,191031,100408,8.41,96
PGE,191031,100408,8.41,172
PGE,191031,100409,8.41,30
PGE,191031,100409,8.41,470
PGE,191031,100409,8.41,500
PGE,191031,100409,8.41,500
PGE,191031,100409,8.41,542
PGE,191031,100409,8.41,169
PGE,191031,100409,8.412,819
PGE,191031,100411,8.416,1005
PGE,191031,100412,8.418,353
PGE,191031,100413,8.42,3414
PGE,191031,100413,8.42,264
PGE,191031,100439,8.42,500
PGE,191031,100439,8.42,500
PGE,191031,100439,8.42,500
PGE,191031,100439,8.42,1419
PGE,191031,100439,8.42,81
PGE,191031,100440,8.42,14
PGE,191031,100453,8.42,265
PGE,191031,100556,8.41,172
PGE,191031,100609,8.414,502
PGE,191031,100609,8.414,527
PGE,191031,100617,8.414,211
PGE,191031,100647,8.41,500
PGE,191031,100655,8.41,7
PGE,191031,100655,8.41,89
PGE,191031,100732,8.41,1
PGE,191031,100732,8.406,500
PGE,191031,100732,8.404,104
PGE,191031,100732,8.404,638
PGE,191031,100732,8.402,500
PGE,191031,100732,8.402,257
PGE,191031,100741,8.402,353
PGE,191031,100748,8.402,500
PGE,191031,100748,8.402,500
PGE,191031,100756,8.402,176
PGE,191031,100756,8.4,510
PGE,191031,100804,8.402,328
PGE,191031,100804,8.402,531
PGE,191031,100804,8.404,800
PGE,191031,100804,8.404,352
PGE,191031,100816,8.404,445
PGE,191031,100818,8.4,1690
PGE,191031,100818,8.4,1000
PGE,191031,100818,8.4,1182
PGE,191031,100818,8.4,2033
PGE,191031,100818,8.4,167
PGE,191031,100818,8.4,33
PGE,191031,100818,8.4,572
PGE,191031,100818,8.4,706
PGE,191031,100820,8.4,922
PGE,191031,100820,8.4,381
PGE,191031,100820,8.4,619
PGE,191031,100820,8.4,1303
PGE,191031,100820,8.4,1303
PGE,191031,100833,8.4,4231
PGE,191031,100833,8.4,1000
PGE,191031,100833,8.4,569
PGE,191031,100833,8.4,2700
PGE,191031,100833,8.4,500
PGE,191031,100833,8.4,500
PGE,191031,100833,8.4,500
PGE,191031,100841,8.406,172
